---------------------------------------------- STRESS TEST PARAMETERS -----------------------------------------------
* Coefficient and boolean parameters
 Policy type                                   : Gaussian
 Do evaluation                                 : True
 Reward discount factor (gamma)                : 0.99
 Target smoothing coefficient (tau)            : 0.005
 Action sampling frequency coefficient (theta) : 1.5
 Maximum action sampling count per episode     : 4
 RL learning rate                              : 0.0003
 SAC's entropy temperature parameters (alpha)  : 0.2
 Do automatic entroypy tuning                  : False

* Neural networks parameters
 Set random seed                               : 25450
 SAC batch size                                : 64
 SAC replay size                               : 1000
 SAC hidden network size                       : 256
 Run training on CUDA                          : False

* Timesteps and episode parameters
 Simulator time step size                      : 0.5
 Maximum steps count over all episodes         : 100000
 Steps count for initial exploration           : 10000
 Steps count for model update                  : 1
 Steps count for target update                 : 1
 Episodes count for evaluation                 : 20
 Episodes count during evaluation              : 20

* Others
 Autopilot LOS's radius of acceptance          : 500
 Autopilot LOS's lookahead distance            : 1000

-------------------------------------------------- TRAINING PHASE ---------------------------------------------------

Episode: 1   , Total numsteps: 7052  , Episode steps: 7052 , Reward: 5186.02 , Status: |Map horizon hit failure|
 || 
_||_
\  /
 \/ 
************************************************* Simulation Step ***************************************************
# Step 0, act: -, - , ter: - , rew: - 
  n_pos: -        | e_pos: -        | head: -      | f_spd: -    | s_spd: -       | e_ct: -       | p_load: -
  n_pos:   132.92 | e_pos:   181.46 | head:   1.10 | f_spd: 5.03 | s_spd: :260.65 | e_ct:  -53.06 | p_load:  579.12
# Step 76, act: 0.39, 6.32, ter: False, rew: 1.07 
  n_pos:   133.94 | e_pos:   183.77 | head:   1.11 | f_spd: 5.01 | s_spd: :279.72 | e_ct:  -53.12 | p_load:  633.08
# Step 77, act: 0.39, 6.32, ter: False, rew: 1.08 
  n_pos:   134.94 | e_pos:   186.07 | head:   1.11 | f_spd: 5.00 | s_spd: :298.31 | e_ct:  -53.17 | p_load:  687.23
# Step 78, act: 0.39, 6.32, ter: False, rew: 1.09 
  n_pos:   135.92 | e_pos:   188.37 | head:   1.12 | f_spd: 4.98 | s_spd: :316.39 | e_ct:  -53.21 | p_load:  741.45
# Step 79, act: 0.39, 6.32, ter: False, rew: 1.10 
  n_pos:   136.89 | e_pos:   190.67 | head:   1.12 | f_spd: 4.97 | s_spd: :333.94 | e_ct:  -53.24 | p_load:  795.67
# Step 80, act: 0.39, 6.32, ter: False, rew: 1.11 
  n_pos:   137.85 | e_pos:   192.97 | head:   1.13 | f_spd: 4.96 | s_spd: :350.93 | e_ct:  -53.25 | p_load:  849.78
# Step 81, act: 0.39, 6.32, ter: False, rew: 1.12 
  n_pos:   138.79 | e_pos:   195.26 | head:   1.13 | f_spd: 4.95 | s_spd: :367.36 | e_ct:  -53.25 | p_load:  903.72
# Step 82, act: 0.39, 6.32, ter: False, rew: 1.12 
